line,MET1,MET2,MET3,MET4,MET5,MET6,MET7,MET8,MET9,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31,MET32,MET33,MET34,MET35,MET36,MET37,MET38,MET39,MET40,MET41,MET42,MET43,MET44,MET45,MET46,MET47,MET48,MET49,MET50,MET51,MET52,MET53,MET54,MET55,MET56,MET57,MET58,MET59,MET60,MET61,MET62,MET63,MET64,MET65,MET66,MET67,MET68,MET69,MET70,MET71,MET72,MET73,MET74,MET75,MET76,MET77,MET78,MET79,MET80,MET81,MET82,MET83,MET84,MET85,MET86,MET87,MET88,MET89,MET90,MET91,MET92,MET93,MET94,MET95,MET96,MET97,MET98,MET99,MET100,MET101,MET102,MET103,MET104,MET105,MET106,MET107,MET108,MET109,MET110,MET111,MET112,MET113,MET114,MET115,MET116,MET117,MET118,MET119,MET120,MET121,MET122,MET123,MET124,MET125,MET126,MET127,MET128,MET129,MET130,MET131,MET132,MET133,MET134,MET135,MET136,MET137,MET138,MET139,MET140,MET141,MET142,MET143,MET144,MET145,MET146,MET147,MET148,MET149,MET150,MET151,MET152,MET153,MET154,MET155,MET156,MET157,MET158
HEB_25_061,0.000542304,0.000487995,0.000407948,0.000313348,0.014079773,0.003407663,0.000100596,,0.000659652,0.003776,0.00010679,0.015290572,0.000457218,0.004618963,0.00121063,0.010061947,4.60996E-05,0.000398309,4.60939E-05,0.000149719,0.022978682,0.004078226,0.000160331,0.081189964,0.065852609,0.000762856,0.005353938,0.000163878,0.001443428,5.18344E-05,0.00138367,0.009511869,0.00271816,0.000527593,0.474568481,0.116115975,1.10044E-05,0.027185599,0.001332008,0.007956158,0.000311937,7.17013E-05,0.199494499,0.006017931,1.41958E-05,0.002937287,0.001077601,1.20089E-05,3.33597E-05,0.362409615,0.026193466,0.001590395,0.000133083,3.66193E-05,0.009106037,0.000143938,0.038737514,0.003544752,0.006297057,0.007770168,0.018215446,0.137126607,0.000917809,0.056254413,0.005181239,0.004551777,,0.029615302,0.000409566,4.24563E-05,,0.000240551,0.000413395,0.172051683,0.003048016,0.000852264,0.006313571,,0.036357189,0.007939532,0.013459219,1.642434975,0.009500218,0.005126442,3.33133E-05,0.042919235,0.051006317,0.000686009,0.013293935,0.005341589,0.006513579,0.004584646,0.00205112,0.001734039,0.01533553,0.001083905,0.001927863,0.133404795,0.001687694,0.003330222,0.001790788,0.215664997,5.89288E-05,0.000244654,0.010849963,4.49951E-05,0.003676302,0.00053932,0.006020033,0.012345327,0.011230839,0.000822939,9.88954E-05,0.001364934,0.000769922,0.012975561,0.004688309,0.000919693,0.023612992,0.001184441,0.002773466,0.019970781,0.02156123,0.035011354,0.006068571,0.012881075,0.009760945,0.000664638,0.10315914,0.146544395,0.000219701,0.000219284,0.001088085,8.51217E-06,0.047330131,0.000201537,0.000203225,0.001252427,0.000257581,0.000244315,0.000338076,0.000667571,0.000672606,6.99089E-05,0.000205209,4.24136E-05,0.000359697,,0.004001734,0.002596966,0.000631801,0.000662513,0.00547933,0.004249378,0.004048299,0.000255878,0.000601173,0.0030159
HEB_25_062,0.000564667,0.001329276,0.000371116,0.000168601,0.031633636,0.008112583,7.9425E-05,0.004472772,0.000263317,0.001765309,6.26525E-05,0.004412316,4.99854E-05,0.006785897,0.000107801,0.014979787,2.58364E-05,0.001295687,2.38963E-05,7.06175E-06,0.01538301,0.001613503,6.1576E-05,0.022928354,0.017064667,0.000469073,0.001588766,1.63616E-05,,6.12593E-05,0.002402802,0.004168576,0.001015261,0.000554381,0.86084775,0.141314343,,0.014810616,0.002305957,0.002547978,8.41723E-05,,0.266967444,0.000960372,0.0004678,0.001891977,0.000431701,0.000225565,,0.243287297,0.005667161,0.00352084,0.000107903,3.92589E-05,0.013947941,,0.011291121,0.001967612,0.003315714,0.003273014,0.010634465,0.098913237,0.000525546,0.00482493,0.001393872,0.001318065,,0.018464529,0.00074905,3.59193E-05,2.69809E-05,0.000121701,0.000605202,0.131079697,0.000539515,0.000295542,0.002254795,0.000163978,0.015616991,0.001590495,0.007053136,3.716582671,0.002249752,0.002213858,0.000223132,0.015426741,0.031585091,0.000301081,0.000119877,0.001026786,0.002138773,0.000428017,0.000275031,0.000400072,0.007565475,0.000301241,0.002401276,0.058351447,0.00195902,,0.006150392,0.09345608,0.000299185,0.001596096,0.002432541,0.000317459,0.001889457,6.4194E-05,0.00034868,5.82357E-05,0.006265216,,0.000532637,0.000291442,2.35543E-05,0.003310179,0.003423878,0.022976835,0.030322525,0.000612908,0.003275447,0.30405791,0.010927242,0.012390333,0.003689538,,0.038095676,0.00338725,0.021851339,0.042534036,4.84617E-06,0.016675878,0.000268114,,0.031358579,0.000140085,0.000241322,0.000352822,4.37358E-05,9.2788E-05,0.000529922,6.93914E-05,0.000280259,0.000166192,0.000371475,2.72781E-05,,0.00039503,0.001618312,0.000979884,0.000741345,0.000416843,,0.001257586,0.005738859,0.001970367,0.001224077,0.001707762
HEB_25_071,0.000413091,0.000814788,6.91964E-05,0.000225037,0.053979428,0.013408301,0.000119638,1.05328E-05,0.000277626,0.001062203,4.39344E-05,0.03004489,0.000225691,0.000967363,7.14695E-06,0.000435206,2.23372E-06,0.00060492,2.47005E-05,8.93272E-07,0.003364515,0.000385062,6.16423E-05,0.031606687,0.024049116,0.000415741,0.000771862,,0.000764154,0.000153383,0.000867865,0.004495558,0.00167692,0.01164178,0.440020493,0.110624997,0.025992308,0.007894074,0.00142775,1.8008E-05,1.24317E-05,1.72794E-06,0.191311455,0.0014116,0.000514348,0.000688453,,0.000138496,2.26193E-06,0.120209965,0.002627326,0.000356569,6.83267E-05,1.54278E-05,0.008007138,8.85046E-05,0.013877298,1.33767E-06,0.001971767,0.001940422,0.001969429,0.070927363,0.000322291,0.021876728,0.000532942,0.003037254,,0.004241312,0.000398044,2.78026E-05,2.45459E-05,8.14678E-05,1.11632E-05,0.130096511,0.000734775,0.000215138,0.001085582,0.000124769,0.008212351,0.000258718,0.003561604,0.387766537,0.001015454,0.00043548,0.000108286,0.021375563,0.022728989,0.000737158,0.002059129,0.002807397,0.001985855,0.000360624,0.000844775,0.000178777,0.004746525,0.000177797,0.001731977,0.14508064,0.001452409,0.006269254,0.006253597,0.17479783,0.000400544,0.002024416,0.00307157,0.000511751,0.001934262,0.000745841,0.004384694,0.007773223,0.010411256,0.001575485,0.000254787,0.000111663,0.00025328,0.017795812,0.00158392,0.000189461,0.034893022,0.000631547,0.003896833,0.335273584,0.007956377,0.010599833,0.001692648,0.000865622,0.039497835,0.011603169,0.044521643,0.195926235,6.02207E-08,0.022709078,0.000115152,2.69643E-06,0.049541918,0.000331578,0.000346675,0.000895026,0.000179417,0.000213057,0.00110501,0.000496187,0.000139498,0.000136999,0.000120418,3.07693E-05,0.000281447,,0.001885474,0.00120641,0.001146402,0.000151793,0.003351825,0.001108618,0.008427184,0.002603013,0.000165113,0.001133032
HEB_25_072,0.000750276,0.000316544,0.000116333,0.000274397,0.035962041,0.007475372,8.90224E-05,0.000217466,0.000195485,0.000418137,2.57564E-05,0.040786241,0.000719287,0.001683048,0.000285634,0.002586003,,0.00028776,1.38089E-05,3.44519E-06,0.004017911,0.000751619,6.92487E-05,0.025450348,0.019298084,4.05361E-05,0.001095757,7.38983E-05,0.000581498,0.000941683,0.000208218,0.002849164,0.002448887,0.000911875,0.541415906,0.131845851,0.054375354,0.003639662,0.009932485,9.28621E-05,5.08954E-05,,0.339924318,0.000554365,0.001116215,0.001586739,1.11428E-06,0.001009481,,0.228889363,0.001699371,0.000317013,0.000171424,1.26962E-05,0.019471932,,0.008705034,1.23903E-06,0.003059786,0.003752259,0.003943611,0.093478722,0.000319626,0.089517849,0.002193026,0.006443924,,0.060419014,0.001713508,1.03373E-05,0.000145588,0.000161304,7.98416E-05,0.287201069,0.000939837,0.00024978,0.001145519,0.000352397,0.008466142,0.001417844,0.006968371,1.056975696,0.002866726,0.001370648,0.00016147,0.024137088,0.029241977,0.000776211,0.006162713,0.001016305,0.001501314,0.00037083,0.000741487,9.8736E-05,0.003161082,0.000161038,,0.187679027,0.001330096,0.008041835,0.005565393,0.232592858,0.00030902,0.000981593,0.000927232,0.000132537,0.000469813,5.01728E-05,0.000388882,0.000598968,0.003056736,0.001179911,0.000183807,0.000124106,8.78357E-05,0.001332549,0.001651492,0.000947538,0.022843487,0.001007814,0.00117518,0.190901976,0.026305183,0.031213654,0.000819323,0.000551592,0.00546846,0.006020511,0.003626883,0.512769985,1.37408E-07,0.021244579,0.000125289,,0.131891455,0.000378295,0.000348025,0.000964887,0.000110438,0.000537934,0.001387034,0.000430209,0.000377335,4.77527E-05,6.27278E-05,3.72371E-05,4.52762E-06,,0.002343356,0.000642947,0.000467729,4.9496E-05,0.0021241,0.000303169,0.003180824,0.005078672,0.000132586,0.000784393
HEB_25_076,0.000345185,0.000498703,0.000150993,0.000196748,0.013885121,0.002676635,2.42393E-05,0.003114052,0.000469987,0.001646296,6.80338E-05,0.008359589,,0.00533833,0.000235238,0.000375032,,0.000542296,6.31716E-05,3.07184E-06,0.015311769,0.001318217,9.52806E-05,0.119711624,0.090129149,0.000209217,0.002294446,,,4.94678E-05,0.000471056,0.004413451,,0.0007328,0.918617639,0.152978092,,0.012220763,0.005668681,0.002079751,7.88249E-05,1.42287E-06,0.121898195,0.000361646,4.66247E-05,0.002917435,0.000247413,6.50758E-05,,0.61023564,0.003026074,0.001435366,9.66892E-06,1.13368E-06,0.015133319,9.33739E-06,0.016344951,0.001639688,0.003132218,0.003184887,0.011016034,0.08666756,0.000238376,0.003248074,0.000466719,0.001353895,,0.016379772,0.000454803,5.46143E-06,3.65803E-06,0.000110044,9.77751E-05,0.01283678,0.005367802,0.000276566,0.002883488,,0.005835908,0.000484178,0.008703207,4.750885822,0.004099708,0.002852391,5.0151E-05,0.014368655,0.026963994,0.000231802,,0.005079077,0.001353198,0.00181697,0.000436911,0.000195252,0.006055727,0.001107739,0.002097959,0.146150228,0.001209225,0.004546327,0.006096843,0.222570585,7.89764E-05,0.000589501,0.004065015,6.0291E-05,0.002819808,0.000201557,0.002585403,0.003938768,0.010533338,0.000951791,0.000162279,0.000576998,0.000320868,0.005961146,0.003149091,0.000216194,0.017031444,0.000817859,0.003252732,0.131657986,0.00908232,0.011026581,0.00117321,0.000666706,0.011783201,0.002796258,0.024103382,0.145427607,1.0366E-05,0.006512206,0.000644347,,0.016959251,8.61956E-05,9.26996E-05,0.000693035,0.000127695,0.000234324,0.000555289,0.000680573,9.90364E-05,8.61472E-05,7.7945E-05,3.53797E-05,0.000207955,0.000172129,0.001523262,0.001247192,0.000630209,0.00024799,0.000583725,0.002267457,0.004730924,0.000762745,0.000326427,0.002523919
HEB_25_077,0.000609268,0.00617374,0.000167731,0.000254746,0.034020344,0.010637627,0.000407753,0.000228509,0.000304938,0.001895812,0.00018199,0.046560698,0.001299499,0.002590996,,0.000387383,7.11392E-06,0.000810713,4.44163E-05,2.21689E-05,0.006703078,0.000847679,0.000220927,0.070862673,0.058084779,0.000498628,0.001223699,,0.000984628,0.000438018,0.000516927,0.006144171,0.002106857,0.010144081,0.464285246,0.182884906,0.072151622,0.015040639,0.004711063,0.000566883,4.21976E-05,8.95921E-06,0.070018081,0.004092337,0.000174573,0.00166365,5.56098E-05,8.54755E-05,,0.228755262,0.001977701,0.000515228,0.000386338,1.51622E-05,0.017845562,,0.02428055,0.000447542,0.00173845,0.002044215,0.004804166,0.108615294,0.000633147,0.007125427,0.002030477,0.000472872,,0.010684605,0.001786944,2.87964E-05,,0.000371724,0.000534136,0.187563984,0.004806408,0.001428102,0.005331475,0.00054213,0.029025941,0.003034791,0.009634094,0.819517245,0.005930737,0.002589099,0.000150988,0.00461102,0.035085574,0.000551684,,0.002981886,0.003963557,0.003364724,0.001419673,0.000324942,0.00906288,0.000626877,,0.188939176,0.001743365,0.009162875,0.010056203,0.241812122,0.00030286,0.001576189,0.006533026,0.0002238,0.005229297,0.001576777,0.016871481,0.034494839,0.031066308,0.003856502,0.000665035,0.000688685,0.000739558,0.053848349,0.009675826,0.000153195,0.047621086,0.003771227,0.006629555,0.300900559,0.004047841,0.002569823,0.00081185,0.00074266,0.021513488,0.010780131,0.045135781,0.614623199,,0.010922331,0.001578131,,0.073180423,0.000574678,0.00029423,0.001415529,0.000163973,0.000770463,0.002090574,0.001615571,0.000184866,0.000158612,9.02268E-05,0.000218758,0.000773798,,,0.001853065,0.000886204,0.000372816,,0.003737493,0.006725021,0.000898143,0.000242248,0.003764426
HEB_25_079,0.000326688,0.00060396,0.000187249,0.000145235,0.014966552,0.004120912,0.000194332,0.000648182,0.001220073,0.00141677,5.15611E-05,0.01061481,7.20243E-05,0.001007303,0.000363773,0.000255249,3.9028E-05,4.84625E-05,2.29301E-05,6.01638E-05,0.005044904,0.000819808,4.1233E-05,0.029385793,0.021618439,0.000397312,0.00109906,,0.000431136,0.000118214,0.000338651,0.003596027,0.000853479,0.009897547,0.14510749,0.046745951,0.012341165,0.008458151,0.010909802,0.001115906,3.97043E-05,,0.053782409,0.002512656,0.00014049,0.000942474,7.94282E-05,6.60886E-05,1.91264E-05,0.07326487,0.004381294,0.000305875,2.23427E-05,1.7378E-05,0.02213588,,0.010048238,0.000776983,0.001543157,0.002055637,0.004315528,0.046178546,0.000547936,0.007093537,0.0002275,0.002806993,,0.002753729,0.000132334,1.38397E-05,9.44236E-07,0.000798753,0.000399833,0.048154215,0.000538503,0.000105214,0.001455808,8.57195E-07,0.008046795,0.000431943,0.003681307,0.222227932,0.001309805,0.000887774,3.83395E-05,0.004675341,0.016278817,0.000485701,0.002863772,0.002645632,0.0025336,0.000451573,0.000303575,0.000159086,0.00476145,0.000259476,,0.057407279,0.001079061,0.002343457,0.001859278,0.074196587,4.59514E-05,0.000325466,0.001429295,4.15188E-05,0.000705428,0.002084717,0.017414978,0.040808954,0.048023761,0.001291771,0.00021068,0.000273784,0.000305107,0.063236982,0.001712291,0.000194627,0.002612488,7.72635E-05,0.001066443,0.008318114,0.002165056,0.00319972,0.001210989,0.000836414,0.021359064,0.001202251,0.034647181,0.01066406,7.26065E-06,0.01762064,,5.8578E-06,0.033731148,0.000145108,0.000241032,,3.94214E-05,0.000116014,0.00059662,0.000145456,3.50184E-05,2.82884E-05,,4.94475E-05,0.000284613,,0.001211979,0.000751425,0.000308182,4.33204E-05,0.004413929,0.00073335,0.002506656,0.001814578,0.000181189,0.001399253
HEB_25_086,0.000431841,0.001621298,0.000306131,0.000158855,0.010281575,0.003942779,0.000238158,6.63764E-05,7.76554E-07,0.001298754,7.13489E-05,0.002051741,7.98423E-05,,5.46686E-05,0.000118747,,0.000555641,3.41073E-05,6.38252E-07,0.006192786,0.000829134,4.12029E-05,0.014857023,0.011406364,0.001193126,0.001745938,5.34628E-05,0.001423869,0.000147834,0.002190147,0.003676137,,0.001521654,0.376552436,0.084175359,0.00961876,0.006197371,0.001643506,0.000895243,7.41126E-05,,0.26916043,0.003840817,8.84663E-07,0.001185539,,5.62616E-05,,0.35158951,0.00623906,0.000368452,3.75545E-06,1.84915E-06,0.072936063,,0.012324369,1.00994E-06,0.001674566,0.003636341,0.005149636,0.171999322,0.000344697,0.004946152,0.000709684,0.003355668,,0.047661097,0.001058813,6.57422E-06,1.03227E-06,3.42412E-05,,0.040487031,5.47494E-05,0.000437452,0.00232735,,0.013616998,0.000979687,0.012463396,0.461187119,0.003336873,0.002108858,2.88512E-06,0.001566045,0.058644071,0.000560275,0.007313182,0.001831221,0.003564839,0.000815946,0.001714131,0.000124186,0.006023642,0.00039308,,0.009864907,0.001882539,0.001171778,0.002939572,0.010246664,7.5672E-05,0.000632003,0.002858355,5.8364E-05,0.001492904,8.68251E-05,0.000318988,8.53316E-05,0.01753912,0.003261225,0.000530239,0.000329313,1.82543E-05,0.000453735,0.002762033,0.003187561,0.004086394,,0.002749505,0.318410301,0.004031791,0.002544437,0.003839659,0.001568757,0.028324791,0.007672938,0.050081314,0.321008812,,0.011067822,,3.88344E-06,0.059223874,0.000316815,0.000308932,0.000204822,6.9421E-05,0.000248855,0.00043645,0.000157307,0.000137726,7.24469E-05,7.39806E-05,8.66412E-05,4.84174E-05,,0.002649929,0.002430021,0.000350249,0.00171837,0.000409432,0.00097532,0.003950067,0.000261723,0.000120023,0.001244392
HEB_25_094,0.000215136,0.000498902,8.45152E-06,4.93291E-06,0.060486743,0.018459613,7.79282E-05,0.000707758,0.000337112,0.000698461,2.26263E-05,0.002611908,0.056329167,0.000366831,7.82439E-06,0.00017409,1.45828E-05,0.001803703,1.55331E-05,8.48954E-06,0.002592546,0.000519045,1.19036E-06,0.051716356,0.040175256,0.000569725,2.35871E-06,4.60546E-05,0.000840798,0.000127944,0.001142147,0.000745643,0.003419819,0.0005146,1.056833966,0.207130079,0.194185487,0.009268188,0.002257656,0.000476346,2.72604E-05,,0.293090473,0.001112715,1.98772E-05,0.000971324,2.41587E-06,2.16319E-05,2.64363E-06,0.115697069,0.0020434,,3.95479E-05,2.05589E-05,0.018734527,3.27323E-05,0.007242307,6.80235E-06,0.004826634,0.00491806,0.002712422,0.077612613,0.000250718,0.086267108,0.00236965,4.31136E-05,,2.01751E-06,2.23974E-06,4.4524E-06,6.9616E-06,0.000187405,,0.214118626,,8.22087E-05,0.000748653,0.00057581,0.004755204,0.000491441,0.00351272,3.54952949,6.35699E-06,0.001172993,5.96201E-06,0.010703944,2.9989E-06,0.001251281,,0.002173147,0.001697667,0.000193581,3.38217E-05,1.04807E-05,0.002349754,0.000104504,,0.036991227,0.005757335,0.013779042,0.011165562,0.067988201,0.000659241,0.001361243,0.001807969,1.48227E-06,0.000887262,0.000394046,0.002411088,0.004840781,0.010525675,0.001331083,0.000343384,0.000112592,6.54455E-05,0.009244592,0.000775195,0.008609501,0.009872669,0.000365009,0.003691474,0.27293541,0.007537304,0.018425147,0.003763273,0.001536977,0.075567891,0.011323104,0.046279276,0.127528641,,0.028652648,0.000117083,5.38357E-06,0.054397742,0.000393362,0.000176266,,8.16121E-05,0.000347706,0.002446183,0.00035889,0.000125289,7.91017E-05,0.000638018,6.85872E-06,0.000109127,,0.003511119,0.001795406,0.001710643,0.000814191,0.004385614,0.000572634,0.011760171,0.003248947,,0.000992094
HEB_25_102,0.000308957,0.001565038,0.000106787,0.000176079,0.0361588,0.009841334,0.000345001,0.000288546,0.000308305,0.000723867,2.15045E-05,0.061763015,0.008993803,,4.5871E-05,0.000440459,2.51757E-06,0.004937344,3.37257E-05,5.49583E-07,0.007315151,7.85828E-07,8.62596E-05,0.040075328,0.033023959,0.000179582,0.000770415,,,0.000671736,0.000660183,0.002079609,0.002491348,0.000493008,0.399173458,0.107716491,0.205081841,0.022404406,0.004891416,0.000104564,4.96223E-05,,0.209505568,0.000909922,0.000414168,,5.48255E-07,0.00021662,,0.15145919,0.001942802,0.000889198,0.000439027,5.33509E-06,0.019695051,,0.020413469,3.42038E-06,0.001738099,0.002103463,0.002794582,0.122914089,0.000962536,0.026977123,0.00195183,0.004997824,,0.014737391,0.004549554,2.24599E-06,0.000169399,0.000400278,0.00012744,0.169323539,0.002269474,0.000295507,0.002064912,0.000442749,0.017073579,0.00323579,0.005639148,0.481190444,0.006203773,0.001535713,0.000208125,0.015588755,,0.000711826,0.012560554,0.0011624,,0.001209456,0.0012567,0.000159462,0.006047383,0.000322138,,0.224285144,0.001684949,0.00708533,0.010494801,0.30452202,0.000372685,0.001887513,0.004479915,0.00075485,0.002661728,0.002298674,0.019101379,0.039320007,0.025856952,0.004659743,0.000672958,0.000222092,0.000602296,0.04565596,0.004089014,0.000647181,0.08665163,0.001171854,0.006825478,0.415422717,0.00845088,0.009392895,0.001368047,0.000695049,0.023299191,0.012183992,0.004411151,0.677763173,,0.022265848,0.000510957,,0.117657515,0.000239452,0.000984323,0.001130083,9.94556E-05,0.000442129,0.001125864,0.001810767,0.00043361,0.000203052,0.001125796,0.000151539,0.0006206,,,0.000950015,0.000590743,0.000894766,0.001481592,0.002623672,0.006129965,0.003173792,0.000113143,0.000851487
HEB_25_103,0.000805161,0.001929926,0.000351282,0.000127818,0.031853944,0.009667534,0.000376012,0.000397261,0.000288507,0.002637578,0.000147168,0.034489469,0.002025026,0.005180454,,0.000512216,,0.001915346,3.3463E-05,6.65004E-05,0.010553903,0.001280518,4.22572E-05,0.045466671,0.036257735,0.000439528,0.001308215,,0.000570966,0.00066441,0.001246943,0.003125389,0.001877416,0.003377554,0.241650436,0.116670306,0.076416208,0.01813514,0.006447886,0.00156508,9.55266E-05,,0.163453816,0.006994531,0.000121698,,7.829E-05,8.75271E-05,1.99521E-05,0.146660448,0.005818281,0.000989668,0.000309189,,0.020193886,,0.012444341,0.000101122,0.002075944,0.003327238,0.007481133,0.103369169,0.000766886,0.005335374,0.002180231,0.004967414,,0.035621948,0.004115009,2.69863E-05,2.26001E-05,0.000225364,0.000208339,0.16043064,0.002322417,0.000909695,0.003035296,0.000131371,0.052490647,0.004500177,0.010905116,0.298766888,0.003871547,0.001662036,6.31207E-05,0.005484977,,0.000499436,0.007887993,0.00298065,0.00326748,0.001600134,0.003189216,0.000208306,0.006828232,0.000407919,,0.139399462,0.001575028,0.007773929,0.009032135,0.218883141,0.000446828,0.001820564,0.003458551,0.000553248,0.002585011,0.000787786,0.008367492,0.017690975,0.017838176,0.005561284,0.000793457,0.000264558,0.000415171,0.029306048,0.004850934,0.002596833,0.143223946,0.002412274,0.003793806,0.336480214,0.00360896,0.003339506,0.001987799,0.000762138,0.031968177,0.018117597,0.016852107,0.309294576,1.38225E-06,0.012937871,0.000656295,5.0808E-06,0.057680573,0.000156184,0.000279296,0.001244456,0.000409466,0.000569082,0.001112271,0.001099836,0.000326452,0.000181167,0.000487599,0.00014596,0.000728877,,0.001851803,0.001168449,0.00074007,0.001263908,0.001205728,0.0013213,0.007339156,0.001165567,0.000242727,0.002494427
HEB_25_108,0.001083277,0.001053291,0.000477191,0.000234527,0.025180802,0.007130539,0.000231296,0.002356349,0.000266592,0.002503135,0.000135502,0.00756689,0.018267083,0.001831717,0.000133304,0.000347712,3.10518E-06,0.000388083,2.40943E-05,0.000111071,0.016535672,0.004095461,0.000131922,0.051509685,0.043691705,0.000751029,0.00224717,,0.001033893,0.000422882,0.001399717,0.006211776,0.002093724,0.001002659,0.348531839,0.106831548,0.146212615,0.018587355,0.009731612,0.004407251,0.000256774,,0.148399987,0.007376978,0.000966963,0.002270272,0.001110494,0.000330606,2.75223E-05,0.130504902,0.002836678,0.002112617,0.000134264,0.000110589,0.037973593,0.000228771,0.010170941,0.002298126,0.006479404,0.005759917,0.015279404,0.207620694,0.001444643,0.024492632,0.000836337,0.005912006,,0.020909261,0.000585514,2.95692E-05,3.4725E-05,6.31336E-05,0.001158086,0.18913554,0.00269244,0.001338424,0.004139575,0.000155724,0.030420021,0.000989827,0.001318423,0.422844464,0.004794908,0.008616108,0.000454883,0.001075885,0.079202883,0.000811726,0.00927974,0.001615649,0.007060803,0.001190618,0.00535917,0.000308902,0.010625419,0.00045809,,0.08870241,0.001894189,0.005653146,0.014211815,0.131733254,0.000209254,0.000733357,0.003710868,0.000247811,0.001845333,0.000397294,0.00434724,0.009674309,0.0135126,0.003612609,0.000476207,0.000200694,0.000241114,0.011925943,0.003694008,0.262800698,0.29541984,0.007812048,0.003520341,0.170714047,0.000532647,0.001173075,0.002160102,0.000529608,0.039999377,0.010205709,0.017937298,0.129203846,2.86799E-05,0.018541954,0.000602842,,0.040987561,0.00011412,0.000238868,,0.000230954,0.000366493,0.000589057,0.001011266,3.62176E-05,4.02849E-05,0.000108259,0.000100455,0.000387082,,0.000958555,0.000655296,0.000745464,0.001423645,0.000611275,0.000662454,0.004407999,0.005712184,0.000459494,0.002290807
HEB_25_121,0.000596328,0.001239917,0.000176474,0.000187606,0.039603176,0.010373249,0.000212245,0.00049401,0.000174878,0.001142243,8.13393E-05,0.022527667,,0.000958915,0.000155162,5.00271E-05,7.08056E-06,0.000496906,4.32086E-05,5.05244E-05,0.005522651,0.000712837,7.75243E-05,0.047664816,0.036983431,0.000256726,0.002742354,2.68484E-05,0.001171042,0.000527768,0.000549999,0.001985024,0.002697863,0.001814269,0.322316687,0.097597112,0.0844558,0.01624635,0.002108998,0.002067955,6.55342E-05,0.000169991,0.229755851,0.002519389,5.9725E-05,0.002172893,2.20316E-05,5.96944E-05,2.21846E-05,0.248836534,0.004068038,0.001384815,6.72182E-05,1.98437E-05,0.026224147,,0.008652334,3.29607E-05,0.002138507,0.002104212,0.004865455,0.149828922,0.000459181,0.009518599,0.00084453,0.003378872,,0.074017642,0.002127351,3.76172E-05,2.36456E-06,,0.000587465,0.151656619,0.002298132,0.000489169,0.003027018,,0.023373508,0.001077984,0.02053297,0.132103386,0.003870628,0.001972756,4.01545E-05,0.006876947,0.053977164,0.000724864,0.008452821,0.002909728,0.002970744,0.00119206,0.002289745,0.000187152,0.006271833,0.000453019,,0.131063658,0.001514196,0.006959795,0.011030023,0.193865395,0.000294609,0.001128643,0.002569541,0.00029406,0.00128683,0.000149924,0.000461915,0.000105836,0.027700988,,0.000492593,0.000205089,,0.000438647,0.003016311,0.002552978,0.206836504,0.001531061,0.003792957,0.157386421,0.003385631,0.004327507,0.001200831,0.000321716,0.028402816,0.014227407,0.035576161,0.401070247,2.42566E-07,0.010917594,0.000420598,,0.103149949,0.000294475,0.000334948,0.001087733,0.000298805,0.000537939,0.000535756,0.000350036,0.000130159,6.39692E-05,8.47382E-05,0.00012739,0.000227845,,0.001189359,0.001155713,0.0004309,,0.000654008,0.000594839,0.00386553,0.001955664,0.000189424,0.00191825
HEB_25_123,0.000912174,0.002623679,0.000214982,0.000691834,0.176087524,0.02632583,0.000419775,0.000493045,0.000214211,0.001558759,,0.010240804,0.019757821,0.00352897,0.001026473,0.000163535,1.92669E-05,0.000939317,3.3086E-05,,0.016839717,0.002163474,0.000435367,0.017546671,0.009357095,0.00202262,0.003279902,5.64027E-05,0.003239941,0.00037747,0.002014762,0.001055107,0.001983094,0.000396596,0.23881892,0.02155689,0.197140724,0.025328109,0.001284478,0.000176783,6.42632E-05,2.33451E-05,1.813407067,0.00824064,0.000650314,0.00412981,5.37596E-06,0.000314803,,0.588210188,0.007245088,,0.000354013,8.85387E-06,0.022031844,,0.010856086,7.10814E-06,0.009056317,0.014234795,0.013022412,0.370286737,0.000961968,0.02923795,0.001838504,0.018558384,,0.132533556,0.004206059,2.68528E-05,0.000104387,1.33804E-05,0.000486561,0.351547653,0.000808104,0.000645784,0.003031493,0.004682443,0.019815831,0.002482279,0.024740886,3.158707826,0.001893576,0.00301144,0.000544569,0.023646761,0.115289108,0.002260557,0.004208873,0.001551126,0.006966054,0.001504216,0.00250176,0.000461085,0.018143591,0.000577822,0.002805937,0.010107393,0.002572772,0.0017561,0.010499665,0.019436381,0.000606184,0.002450806,0.003593018,0.000584128,0.001136959,0.00194942,0.015339356,0.031566967,0.024903045,0.008104057,0.00119759,0.000290926,0.000955792,0.065529116,0.005068326,0.005325322,0.743387404,0.002769161,0.008928197,1.766151965,0.009813694,0.013597794,0.009164771,0.000915805,0.031925869,0.023579035,0.047274364,0.289468339,3.66592E-07,0.014914532,0.000526927,,0.435553934,0.000316541,0.000246126,0.000273306,0.000172216,0.000663837,0.000111297,0.000754545,0.000504774,0.000199381,0.000205058,0.000229078,0.002623215,,0.002691761,0.002896832,0.000465582,0.000870291,0.000946587,0.000543285,0.008163226,0.003780941,0.000459964,0.00187315
